cid	size	cluster
Socially_significant_history_scenario	0	
Existence	5	existence.n,remain.v,there be.v,exist.v,real.a
Eclipse	32	eclipse.n,occlude.v,masked.a,cover.v,shroud.v,obscured.a,shrouded.a,block.v,covered.a,hide.v,obscure.v,cloaked.a,screened.a,occlusion.n,mask.v,occultation.n,conceal.v,hidden.a,concealed.a,blot out.v,obstruct.v,becloud.v,befog.v,beclouded.a,veil.v,befogged.a,enshroud.v,eclipse.v,cloak.v,enshrouded.a,veiled.a,screen.v
Medical_interaction_scenario	5	doctor.n,patient.n,surgeon.n,medical care.n,nurse.n
Sleep_wake_cycle	0	
Estimating	4	estimation.n,estimate.v,put (at).v,guess.v
Cause_change_of_strength	5	fortify.v,strengthen.v,reinforce.v,beef up.v,weaken.v
Simple_name	2	word.n,term.n
Historic_event	3	make history.idio,historic.a,historic [entity].a
Meet_with	1	meet with.v
Being_up_to_it	3	sufficient.a,equal.a,up to.prep
Distributed_abundance	0	
Thwarting	11	prevent.v,counter.v,hamstring.v,stop.v,derail.v,frustrate.v,stymie.v,thwart.v,forestall.v,preclude.v,foil.v
Becoming	2	turn.v,become.v
Emotion_heat	8	smoulder.v,fume.v,burn.v,boil.v,stew.v,chafe.v,seethe.v,simmer.v
Noncombatant	3	civilian.n,civvie.n,non-combatant.n
Cause_to_be_wet	12	douse.v,wet.v,humidify.v,hydrate.v,soak.v,sop.v,saturate.v,moisturize.v,moisten.v,souse.v,drench.v,dampen.v
Breaking_off	3	snap.v,break.v,chip.v
Detaching	10	unhook.v,detach.v,untie.v,unfasten.v,undo.v,unhinge.v,unmoor.v,unhitch.v,unchain.v,decouple.v
Ingredients	6	element.n,material.n,precursor.n,component.n,trace.n,ingredient.n
Records	5	recording.n,log.n,journal.n,record.n,book.n
Abandonment	5	abandonment.n,forget.v,abandon.v,leave.v,abandoned.a
Ingest_substance	15	pop.v,smoke.v,pull.v,sniff.v,have.v,inject.v,use.v,drag.n,take.v,snort.v,drag.v,do.v,puff.v,toke.n,shoot.v
Hearsay	2	hear.v,read.v
Activity_paused_state	0	
Commerce_money-transfer	0	
Cause_to_wake	5	wake up.v,rouse.v,get up.v,wake.v,awaken.v
Cause_to_move_in_place	16	roll.v,wave.v,juggle.v,jiggle.v,wiggle.v,spin.v,twirl.v,vibrate.v,shake.v,swing.v,seesaw.v,rock.v,turn.v,rotate.v,squeeze.v,swirl.v
Undergoing	2	experience.v,undergo.v
Amounting_to	7	total.a,total.v,in amount.idio,tally.n,total.n,amount.v,number.v
Losing_track_of	0	
Attempt_obtain_mineral_scenario	0	
Achieving_first	15	discoverer.n,pioneer.v,originator.n,invent.v,inventor.n,discover.v,pioneer.n,coin.v,pioneering.a,coinage.n,find.v,invention.n,invention artifact.n,originate.v,discovery.n
Make_cognitive_connection	7	connection.n,tie.v,connect.v,link.n,tie.n,link.v,linked.a
Aggregate	69	school.n,covey.n,crop.n,mob.n,harem.n,horde.n,stand.n,repertoire.n,posse.n,huddle.n,claque.n,flock.n,repertory.n,population.n,quartet.n,host.n,quintet.n,army.n,trio.n,sextet.n,flotilla.n,clump.n,passel.n,community.n,body.n,tribe.n,herd.n,force.n,book.n,combination.n,team.n,batch.n,brood.n,pack.n,collection.n,party.n,cohort.n,bunch.n,legion.n,gaggle.n,heap.n,class.n,clique.n,crew.n,assembly.n,variety.n,crowd.n,assortment.n,gang.n,throng.n,multitude.n,assemblage.n,band.n,clutch.n,multiplicity.n,bevy.n,group.n,circle.n,coterie.n,colony.n,cluster.n,family.n,corps.n,swarm.n,set.n,squad.n,slew.n,package.n,shoal.n
Intentional_deception	6	fool.v,deception.n,trick.v,get.v,deceive.v,mislead.v
Cogitation	20	ruminate.v,meditate.v,reflection.n,consideration.n,deliberation.n,ponder.v,wonder.v,deliberate.v,consider.v,meditation.n,muse.v,dwell.v,brood.v,mull over.v,reflect.v,give thought.idio,contemplation.n,thought.n,contemplate.v,think.v
Enforcing	2	enforce.v,enforcement.n
Proportion	1	rate.n
Familiarity	7	familiar.a,know.v,ken.n,new.a,unfamiliar.a,acquainted.a,intimate.a
Accomplishment	6	achievement.n,bring about.v,accomplish.v,accomplishment.n,achieve.v,effect.v
Cause_temperature_change	10	refrigerate.v,heat up.v,cool down.v,warm.v,warm up.v,heat.v,overheat.v,cool.v,reheat.v,chill.v
Part_ordered_segments	6	inning.n,level.n,act.n,chapter.n,book.n,layer.n
Repayment	3	repay.v,repayment.n,pay back.v
Funding	5	finance.v,bankroll.v,back.v,support.v,fund.v
Fall_for	2	swallow.v,fall for.v
Exercising	3	exercise.v,work out.v,exercise.n
Gradable_artistic_quality	5	austere.a,cluttered.a,stark.a,severe.a,busy.a
Fairness_evaluation	7	unjust.a,fair.a,unfairly.adv,unjustly.adv,inequitable.a,fairly.adv,unfair.a
Being_necessary	8	requirement.n,essential.a,necessity.n,basic.a,needed.a,indispensable.a,necessary.a,required.a
Successfully_communicate_message	3	convey.v,get across.v,get through.v
Duration_description	17	rapid.a,chronic.a,ephemeral.a,extended.a,lengthy.a,short.a,eternal.a,long.a,sustained.a,enduring.a,persistent.a,momentary.a,perpetual.a,brief.a,lasting.a,interim.a,abiding.a
Continued_state_of_affairs	6	up to.prep,as of yet.adv,still.adv,as yet.adv,to date.adv,so far.adv
Arson	2	arson.n,arsonist.n
Gradable_attributes	0	
Pardon	2	pardon.v,pardon.n
Pre_receiving	0	
Alternatives	8	alternative.n,future.n,option.n,way.n,possibility.n,use.n,chance.n,choice.n
Suspicion	3	suspect.n,suspect.v,under suspicion (of).prep
Amassing	5	stockpile.v,hoard.v,amass.v,accumulation.n,accumulate.v
Make_acquaintance	2	meet.v,make (someone's) acquaintance.idio
Standing_by	3	on call.a,stand by.v,on station.a
Have_as_requirement	4	need.v,require.v,take.v,demand.v
Sounds	87	gurgle.n,hiss.n,hoot.n,hum.n,mew.n,moan.n,neigh.n,patter.n,peal.n,peep.n,plash.n,plop.n,plunk.n,purr.n,quack.n,rap.n,rasp.n,roar.n,rustle.n,scrape.n,screech.n,scrunch.n,sizzle.n,slap.n,smack.n,snarl.n,snigger.n,snore.n,snort.n,sob.n,sough.n,babble.n,bark.n,squawk.n,beep.n,thump.n,bellow.n,squeal.n,blare.n,thunder.n,blast.n,tinkle.n,buzz.n,titter.n,bleat.n,toll.n,boom.n,trumpet.n,bray.n,tweet.n,burble.n,twitter.n,cackle.n,wail.n,caw.n,whimper.n,chatter.n,whine.n,cheep.n,whinny.n,chirp.n,whistle.n,chuckle.n,yammer.n,clack.n,yap.n,clang.n,yelp.n,clash.n,yodel.n,clatter.n,yowl.n,click.n,sound.n,clink.n,noise.n,coo.n,bang.n,cough.n,creak.n,crunch.n,drone.n,gasp.n,giggle.n,growl.n,grunt.n,guffaw.n
Certainty	20	doubt.n,certain.a,believe.v,confident.a,know.v,certainty.n,dubious.a,doubt.v,skepticism.n,doubtful.a,skeptical.a,convinced.a,trust.v,confidence.n,skeptic.n,sure.a,positive.a,unsure.a,uncertain.a,uncertainty.n
Grasp	14	get.v,fathom.v,incomprehensible.a,apprehend.v,intelligible.a,comprehensible.a,see.v,grasp.v,comprehend.v,understand.v,unintelligible.a,graspable.a,follow.v,grasp.n
Trendiness	8	chic.a,hip.a,big.a,cool.a,fashionable.a,trendy.a,style.n,fashion.n
Categorization	28	category.n,classification.n,understand.v,identify.v,categorize.v,interpret.v,consider.v,translate.v,deem.v,peg.v,pigeonhole.v,conceive.v,count.v,define.v,view.v,stereotype.v,interpretation.n,typecast.v,regard.v,bracket.v,perceive.v,read.v,class.v,classify.v,construe.v,categorization.n,see.v,render.v
Process_continue	9	continue.v,drag on.v,underway.a,go on.v,persist.v,on.adv,ongoing.a,proceed.v,persistence.n
Obviousness	15	audible.a,manifest.a,obvious.a,evident.a,visible.a,obviously.adv,show.v,clear.a,clearly.adv,clarity.n,show up.v,clearly [with clarity].adv,stand out.v,noticeable.a,unclear.a
Cause_to_land	2	land.v,set down.v
Transition_to_a_situation	1	come.v
Range	8	intercontinental.a,view.n,strike.n,sight.n,earshot.n,range.n,distance.n,reach.n
Hunting	3	seal.v,fish.v,hunt.v
Delivery	2	delivery.n,deliver.v
Event	9	transpire.v,go on.v,occur.v,take place.v,event.n,happen.v,episode.n,incident.n,development.n
Source_of_getting	1	source.n
Adding_up	3	tally.v,add up.v,total.v
Reason	5	motivation.n,reason.n,motive.n,why.n,basis.n
History	1	history.n
Temporary_stay	10	stay.n,overnight.v,sleep over.v,stay over.v,quarter.v,room.v,guest.v,board.v,lodge.v,stay.v
Size	36	gigantic.a,big.a,small.a,large.a,enormous.a,immeasurable.a,huge.a,jumbo.a,tiny.a,little.a,medium.a,grand.a,mini.a,giant.a,Brobdingnagian.a,great.a,voluminous.a,infinitesimal.a,miniature.a,sizable.a,miniscule.a,substantial.a,capacious.a,medium-sized.a,immense.a,mid-size.a,ample.a,Lilliputian.a,massive.a,bitty.a,wee.a,colossal.a,puny.a,petite.a,humongous.a,bulky.a
Endeavor_failure	6	flop.v,fold.v,go under.v,go bust.v,collapse.v,fail.v
Come_together	11	throng.v,meet.v,gang together.v,amass.v,assemble.v,convene.v,band.v,band together.v,come together.v,gather.v,congregate.v
Losing_someone	1	lose.v
Hunting_success_or_failure	2	catch.v,bag.v
Punctual_perception	3	glimpse.n,glimpse.v,get an eyeful.v
Measurable_attributes	13	long.a,big around.a,low.a,thick.a,deep.a,short.a,thin.a,high.a,narrow.a,tall.a,broad.a,heavy.a,light [weight].a
Subsisting	2	subsist.v,live (on).v
Cause_to_make_noise	16	sound.v,toll.v,trumpet.v,clang.v,peep.v,blast.v,tinkle.v,toot.v,blare.v,play.v,ringer.n,creak.v,ring.v,honk.v,beep.v,clash.v
Locale_by_event	6	battlefield.n,scene.n,field.n,site.n,venue.n,theater [of war].n
Organization	18	group.n,board.n,order.n,society.n,cartel.n,parliament.n,government.n,news outlet.n,club.n,organization.n,association.n,league.n,delegation.n,intelligence.n,agency.n,union.n,brotherhood.n,committee.n
Deciding	4	decision.n,determine.v,decide.v,rule out.v
Firing_point	1	firing point.n
Alignment_image_schema	0	
Spelling_and_pronouncing	7	write.v,pronounce.v,say.v,spell.v,misspell.v,sound.n,mispronounce.v
Being_in_category	4	constitute.v,tantamount.a,count.v,amount.v
Hedging	8	on the side.a,like.adv,rather.adv,something.n,sort of.adv,kind of.adv,a bit.n,in a way.adv
Pre_transfer	0	
Identicality	5	identical.a,same.a,identity.n,different.a,distinct.a
Architectural_part	13	wall.n,facade.n,landing.n,foundation.n,flight.n,window.n,ceiling.n,fireplace.n,mantel.n,counter.n,floor.n,roof.n,rail.n
Instance	4	example.n,specimen.n,instance.n,case.n
History_scenario	0	
Ride_vehicle	13	hitchhike.v,cruise.n,sail.v,ride.n,flight.n,taxi.v,jet.v,cruise.v,coast.v,fly.v,take.v,ride.v,bus.v
Operate_vehicle	24	row.v,skate.v,canoe.v,sledge.v,tack.v,taxi.v,toboggan.v,cruise.v,boat.v,drive.v,balloon.v,ride.v,sail.v,bicycle.v,fly.v,motor.v,pedal.v,bike.v,caravan.v,paddle.v,cycle.v,parachute.v,punt.v,raft.v
Prank	2	prank.n,practical joke.n
Level_of_light	12	lightless.a,unlighted.a,sunny.a,black.a,moonless.a,sunless.a,light.a,lighted.a,bright.a,shady.a,dim.a,dark.a
Change_tool	5	trade.v,swap.v,switch.v,transfer.v,change.v
Labeling	4	call.v,term.v,label.v,brand.v
Use_vehicle	0	
Lose_possession	0	
Inclusion	9	integrated.a,excluding.prep,incorporate.v,have.v,contain.v,including.prep,exclude.v,inclusive.a,include.v
Run_risk	5	risk.n,wager.v,peril.n,risk.v,endangered.a
Light_movement	33	glimmer.n,scintillate.v,coruscation.n,gleam.v,coruscate.v,refulgence.n,glint.v,shimmer.v,twinkle.n,glint.n,gleam.n,glister.v,glisten.v,glitter.n,strike.v,scintillation.n,glistening.a,shine.n,glow.v,glister.n,flash.v,shine.v,glow.n,flare.v,flicker.n,flash.n,glitter.v,sheen.n,twinkle.v,flicker.v,glimmer.v,sparkle.v,flame.v
Contrary_circumstances	4	amidst.prep,in the face of.prep,despite.prep,in face of.prep
Dynamic_situation_scenario	0	
Path_shape	42	exit.v,twisty.a,ascend.v,swing.v,undulate.v,crisscross.v,twisting.a,descent.n,edge.v,veer.v,dive.v,rise.v,emergence.n,crest.v,meander.v,round.v,dip.v,weave.v,enter.v,winding.a,pass.v,ford.v,twist.v,run.v,drop.v,bend.v,windy.a,emerge.v,traverse.v,descend.v,bear.v,swerve.v,ascent.n,reach.v,cross.v,snake.v,zigzag.v,slant.v,wind.v,skirt.v,leave.v,angle.v
Being_obligated	13	bound.a,task.n,responsibility.n,obliged.a,duty.n,mission.n,contract.n,obligation.n,commission.n,obligated.a,assignment.n,job.n,imposition.n
Visitor_scenario	0	
Perception_experience	13	overhear.v,perception.n,feel.v,see.v,smell.v,sense.v,experience.v,detect.v,taste.v,experience.n,witness.v,perceive.v,hear.v
Waiting	2	bide its time.v,wait.v
Co-association	10	countryman.n,sister.n,associate.n,comrade.n,co-worker.n,colleague.n,co-religionist.n,brother.n,partner.n,fellow.a
Sensation	24	incense.n,scent.n,noise.n,sense.n,feeling.n,taste.n,aroma.n,odor.n,image.n,scene.n,feel.n,fragrance.n,sound.n,sensation.n,savour.n,stink.n,perfume.n,reek.n,perception.n,smell.n,bouquet.n,whiff.n,flavour.n,sight.n
Cause_motion	42	stick.v,toss.v,push.v,knock.v,nudge.v,haul.v,throw.v,jerk.v,scoot.v,drive.v,thrust.v,hurl.v,slide.v,shove.v,force.v,run.v,propel.v,drop.v,impel.v,press.v,rake.v,draw.v,punt.v,cast.v,transfer.v,tug.v,wrest.v,pitch.v,lift.v,pull.v,attract.v,wrench.v,chuck.v,roll.v,fling.v,launch.v,hit.v,drag.v,move.v,slam.v,catapult.v,yank.v
Quitting_a_place	21	retreat.v,sally.v,escapee.n,defection.n,vacate.v,desertion.n,emigrant.n,withdrawal.n,emigrate.v,withdraw.v,emigration.n,quit.v,defect.v,bolt.v,retreat.n,abandon.v,emigre.n,vamoose.v,split.v,desert.v,skedaddle.v
Reserving	5	booking.n,hold.v,book.v,reserve.v,reservation.n
Respond_to_proposal	8	acceptance.n,rejection.n,accept.v,rebuff.n,turn down.v,reject.v,rebuff.v,refuse.v
Heat_potential	2	toasty.a,warm.a
Compatibility	26	congruous.a,incompatibility.n,accord.v,incompatible.a,biocompatible.a,compatibility.n,harmonize.v,square.v,consonant.a,comport.v,agree.v,cohere.v,consistent.a,conflicting.a,congruent.a,dovetail.v,go.v,compatible.a,harmony.n,match.v,at variance.a,clash.v,fly in the face of.v,conflict.v,rhyme.v,jibe.v
Commercial_transaction	1	transaction.n
Influencing_potential	0	
Cause_proliferation_in_number	2	proliferation.n,multiplication.n
Emotions_by_possibility	0	
Aging	3	aging.a,age.v,mature.v
System	3	complex.n,system.n,cascade.n
Linguistic_meaning	15	reading.n,ambiguous.a,mean.v,designate.v,meaning.n,sense.n,vague.a,monosemous.a,denote.v,polysemous.a,intension.n,referential.a,non-referential.a,denotation.n,extension.n
Intercepting	2	intercept.v,interception.n
Extreme_value	7	maximum.a,maximum.n,minimum.n,high.n,low.n,acme.n,minimum.a
Circumscribed_existence	3	occur.v,appear.v,found.a
Undergo_transformation	12	transform.v,transmogrify.v,transubstantiation.n,transition.v,metamorphose.v,transmute.v,transubstantiate.v,transmutation.n,transformation.n,conversion.n,metamorphosis.n,convert.v
Causation	39	for.c,because of.prep,make.v,leave.v,due to.prep,raise.v,send.v,consequence.n,resulting.a,motivate.v,dictate.v,give rise.v,cause.n,cause.v,legacy.n,since.c,lead (to).v,resultant.a,reason.n,sway.v,consequent.a,consequential.a,bring about.v,result.n,precipitate.v,responsible.a,because.c,bring.v,put.v,render.v,mean.v,force.v,bring on.v,result (in).v,causative.a,see.v,so.c,induce.v,wreak.v
Gusto	3	life.n,spirit.n,vim.n
Contingency	14	variable.n,dependence.n,factor.n,depends.v,independence.n,depend.v,hang (on).v,dictate.v,dependent.a,determine.v,independent.a,hinge.v,function.n,turn.v
Visiting_scenario_arrival	0	
Waver_between_options	6	waffle.v,waver.v,flip-flop.v,vacillate.v,dither.v,go back and forth.v
Hiding_objects	7	camouflage.v,hide.v,cover.v,conceal.v,shroud.v,block.v,mask.v
Trying_out	3	try.v,test out.v,try out.v
Capability	17	capability.n,potential.n,powerlessness.n,capable.a,potential.a,powerless.a,inability.n,power [statistical].n,incapable.a,able.a,can.v,powerful.a,unable.a,capacity.n,power.n,incapacity.n,ability.n
Placing	69	smear.v,stand.v,stash.v,stow.v,stuff.v,tuck.v,wrap.v,bag.v,billet.v,bin.v,bottle.v,archive.v,box.v,cage.v,crate.v,file.v,garage.v,pocket.v,shelve.v,stable.v,perch.v,sit.v,daub.v,drizzle.v,dab.v,drape.v,brush.v,dust.v,heap.v,jam.v,hang.v,rub.v,cram.v,shower.v,pot.v,sheathe.v,warehouse.v,load.v,shoulder.v,inject.v,stick.v,implant.v,bestow.v,immerse.v,put.v,insert.v,package.v,plunge.v,arrange.v,emplace.v,enclose.v,implanted.a,gag.v,embed.v,insertion.n,lay.v,lean.v,lodge.v,pack.v,park.v,pile.v,place.v,deposit.v,placement.n,plant.v,position.v,rest.v,set.v,situate.v
Cache	2	cache.n,stash.n
Ammunition	7	ammunition.n,shell.n,round.n,ordnance.n,munitions.n,ammo.n,bullet.n
Having_commercial_agreement	0	
Indigenous_origin	6	indigenous.a,stranger.n,local.n,non-native.a,autochthonous.a,native.a
Catching_fire	5	catch fire.v,start.v,combust.v,catch.v,break out.v
Fire_going_out	4	go out.v,die.v,burn out.v,gutter out.v
Waking_up	7	come to.v,come back around.v,wake.v,awake.v,wake up.v,get up.v,revive.v
Come_into_effect	5	kick in.v,come into effect.v,take effect.v,go into effect.v,apply.v
Evading	9	elude.v,evasion.n,skip town.v,evade.v,flee.v,elusive.a,give the slip.v,get away.v,evasive.a
Being_incarcerated	8	incarcerated.a,serve (one's) time.v,inmate.n,jail.n,prison.n,behind bars.adv,do time.idio,serve.v
Passing	1	pass.v
Distributed_position	24	coat.v,garnish.v,litter.v,festoon.v,pave.v,blanket.v,line.v,adorn.v,envelop.v,decorate.v,across.prep,dot.v,wreathe.v,cloak.v,deck.v,film.v,around.prep,cover.v,stud.v,encrust.v,all over.prep,fill.v,over.prep,encircle.v
Grinding	14	mash.v,crush.v,mill.v,crunch.v,chew.v,pulverize.v,shred.v,pulp.v,crumble.v,masticate.v,grate.v,mastication.n,grind.v,flake.v
Event_initial_state	0	
Measure_mass	8	milligram.n,ton.n,metric ton.n,gram.n,ounce.n,kilo.n,pound.n,kilogram.n
Employment_scenario	0	
Locative_relation	40	near.prep,underground.a,elsewhere.adv,athwart.prep,surrounding.a,here.adv,mainland.n,there.adv,southeast.prep,around.prep,bracket.v,all over.prep,out.prep,northeast.prep,astride.prep,to.prep,along.prep,everywhere.adv,distant.a,border.v,outlying.a,west.prep,northwest.prep,north.prep,offshore.a,south.prep,throughout.prep,southwest.prep,beyond.prep,up.prep,down.prep,where.adv,above-ground.a,inland.a,at.prep,past.prep,meet.v,underground.adv,over.prep,ubiquitous.a
Vehicle_landing	3	land.v,set down.v,touch down.v
Social_interaction_evaluation	52	ill-mannered.a,rudeness.n,disrespectful.a,gracious.a,discourteous.a,kind.a,thoughtful.a,impolite.a,churlish.a,amiable.a,tactful.a,sweet.a,compassionate.a,cruelty.n,cruel.a,impudent.a,compassion.n,insensitive.a,unfriendly.a,ungracious.a,atrocious.a,mean.a,boorish.a,considerate.a,spiteful.a,thoughtless.a,uncivil.a,rude.a,genial.a,mature.a,cordial.a,diplomatic.a,civil.a,pleasant.a,thoughtfulness.n,sociable.a,good-humored.a,smart.a,respectful.a,warm.a,nice.a,impertinent.a,horrible.a,inconsiderate.a,friendly.a,polite.a,barbaric.a,courteous.a,good.a,maturity.n,good-natured.a,unkind.a
Objective_influence	7	effect.n,influence.v,impact.v,influence.n,impact.n,affect.v,power.n
Post_lose_possession	0	
Artifact_subpart	1	part.n
Performing_arts	3	play.n,performance.n,music.n
Coming_up_with	18	formulate.v,concoct.v,think up.v,conceive.v,design.v,devise.v,contrivance.n,invent.v,contrive.v,find.v,concoction.n,hatch.v,cook up.v,invention [artifact].n,come up.v,design.n,invention [process].n,improvise.v
Progression	13	progression.n,advance.n,mature.v,maturation.n,develop.v,burgeon.v,stagnate.v,improve.v,progress.v,progress.n,advance.v,development.n,advancement.n
Revolution	1	revolutionary.n
Vehicle	46	helicopter.n,bus.n,canoe.n,kayak.n,car.n,buggy.n,truck.n,liner.n,bike.n,sedan.n,taxi.n,vessel.n,plane.n,tank car.n,tram.n,warplane.n,ferry.n,chopper.n,boat.n,yacht.n,bicycle.n,helo.n,ship.n,bird.n,automobile.n,minivan.n,tricycle.n,ambulance.n,airplane.n,aircraft.n,scooter.n,schooner.n,train.n,carriage.n,cab.n,coach.n,vehicle.n,lorry.n,submarine.n,tank.n,cart.n,toboggan.n,pick-up.n,van.n,limousine.n,convertible.n
Make_agreement_on_action	5	deal.n,agree.v,agreement.n,settle.v,treaty.n
Change_of_phase	15	solidification.n,sublimation.n,melt.v,evaporation.n,liquefy.v,unfreeze.v,freeze.v,thaw.v,sublime.v,solidify.v,evaporate.v,vaporize.v,condense.v,condensation.n,defrost.v
Manner_of_life	3	live.v,lifestyle.n,life.n
Adopt_selection	3	adopt.v,embrace.v,assume.v
Process_end	12	conclude.v,finale.n,draw to a close.v,end [cessation].n,come to a end.v,pass.v,final.a,end.v,end [final-subevent].n,end.n,come to a close.v,draw to a end.v
Temporary_transfer_scenario	0	
Fugitive	5	fugitive.n,lamster.n,on the run.a,on the lam.a,on the loose.a
Craft	3	art.n,science.n,craft.n
Capital_stock	6	ordinary.a,common.a,stock.n,share.n,preferred.a,voting.a
Color	28	ebony.a,black.a,green.a,beige.a,turquoise.a,colored.a,pink.a,violet.a,tan.a,mauve.a,puce.a,maroon.a,purple.a,orange.a,color.n,white.a,crimson.a,brown.a,azure.a,red.a,indigo.a,gray.a,vermilion.a,buff.a,scarlet.a,yellow.a,pitchblack.a,blue.a
Warning	4	warn.v,alert.n,forewarn.v,warning.n
Electricity	13	power.n,electrical.a,hydroelectricity.n,electrical power.n,electric power.n,juice.n,energy.n,current.n,electricity.n,photoelectric.a,photoelectricity.n,electric.a,hydroelectric.a
Possession	23	belongings.n,assets.n,owner.n,want.n,property.n,own.v,lack.v,possession [definite noun].n,possessor.n,possession [of goods].n,possess.v,ownership.n,effects.n,have got.v,wanting.a,custody.n,belong.v,have.v,got.v,lack.n,want.v,possession.n,lacking.a
Part_piece	18	chip.n,scrap.n,smidgen.n,lump.n,flake.n,shred.n,clump.n,slice.n,board [computer].n,piece.n,morsel.n,fragment.n,clod.n,hunk.n,chunk.n,shard.n,sliver.n,snippet.n
Proper_reference	2	proper.a,self.n
Becoming_aware	28	tell.v,detect.v,chance (on).v,find out.v,note.v,find (oneself).v,discovery.n,recognize.v,observe.v,spy out.v,chance (across).v,happen (on).v,come (upon).v,locate.v,find.v,espy.v,discern.v,spot.v,pick up.v,perceive.v,discover.v,encounter.v,fall (on).v,notice.v,register.v,learn.v,come (across).v,descry.v
Create_representation	6	carve.v,cast.v,draw.v,paint.v,photograph.v,sketch.v
Social_event	26	ball.n,social.n,barbecue.n,fair.n,dinner-party.n,feast.n,gala.n,get-together.n,host.v,fete.n,jollification.n,bash.n,reception.n,soiree.n,shindig.n,benefit.n,dance.n,rave.n,party.n,celebration.n,banquet.n,picnic.n,function.n,dinner.n,meeting.n,festival.n
Custom	12	habit.n,custom.n,ways.n,practice.n,ritualistic.a,customary.a,ritual.n,habitual.a,tradition.n,traditional.a,convention.n,traditionally.adv
Inspecting	9	double-check.v,proof-read.v,examine.v,pat down.v,examination.n,inspection.n,frisk.v,check.v,inspect.v
Installing	2	install.v,installation.n
Extradition	2	extradition.n,extradite.v
Secrecy_status	12	publicly.adv,public.a,surreptitious.a,covert.a,clandestine.a,secret.a,unclassified.a,open.a,secretly.adv,concealed.a,confidential.a,shadowy.a
Chatting	16	conversation.n,speak.v,chat.v,chat.n,gossip.n,banter.n,joke.v,gossip.v,gab.v,badinage.n,shoot the breeze.v,yak.v,colloquy.n,chit-chat.n,converse.v,talk.v
Replacing	8	replacement.n,swap out.v,exchange.v,switch.v,substitute.v,replace.v,change.v,substitution.n
Be_in_agreement_on_action	6	deal.n,accord.n,treaty.n,agreement.n,strike.v,convention.n
Unemployment_rate	3	unemployment.n,joblessness.n,employment.n
Imprisonment	8	imprison.v,incarceration.n,time.n,jail.v,put away.v,imprisonment.n,life.n,incarcerate.v
Becoming_dry	4	dehydrate.v,dry up.v,dry.v,exsiccate.v
Ground_up	10	milled.a,crushed.a,crumbled.a,ground.a,grated.a,powdered.a,pulverized.a,flaked.a,shredded.a,granulated.a
Court_examination	5	cross-examination.n,examination.n,examine.v,cross-examine.v,cross.n
Toxic_substance	6	venom.n,poison.n,venomous.a,toxic.a,toxin.n,poisonous.a
Bungling	34	muff.v,fuck-up [person].n,fuck-up [event].n,screw-up [event].n,fumble.n,fiasco.n,foozle.v,bungler.n,screw up.v,bungling.a,bumble.v,louse up.v,bumbling.a,flounder.v,founder.v,stumble.v,bollix.v,fuck up.v,bollix up.v,botch up.v,fumble.v,flub.v,ruin.v,blow.v,blow it.v,screw-up [person].n,ball up.v,mess-up.n,fluff.v,mess up.v,foul up.v,muck up.v,bungle.v,botch.v
Measure_linear_extent	11	block.n,mile.n,inch.n,centimeter.n,foot.n,meter.n,kilometer.n,furlong.n,yard.n,light-year.n,millimeter.n
Be_subset_of	4	among.prep,subset.n,count.v,number.v
Visit_host	0	
Exchange_currency	3	convert.v,exchange.v,change.v
Commemorative	7	Labor Day.n,birthday.n,Boxing Day.n,Passover Eve.n,April Fool's Day.n,Armistice Day.n,Christmas Day.n
Process_start	10	commence.v,commencement.n,erupt.v,start.v,incipient.a,begin.v,onset.n,eruption.n,nascent.a,break out.v
Activity_prepare	8	prepare.v,fix.v,compose.v,rally.v,gear up.v,ready.v,get ready.v,preparation.n
Detonate_explosive	5	detonate.v,blow.v,detonation.n,explode.v,blow up.v
Kidnapping	12	kidnapping.n,kidnapped.a,abduction.n,abducted.a,kidnap.v,kidnapper.n,abduct.v,abductor.n,shanghai.v,snatcher.n,nab.v,snatch.v
Putting_out_fire	8	extinguish.v,blow out.v,stamp out.v,quench.v,douse.v,snuff out.v,smother.v,put out.v
Experience_bodily_harm	20	burn.v,graze.v,sprain.v,twist.v,hit.v,jam.v,abrade.v,pull.v,stub.v,break.v,scrape.v,sunburn.v,injure.v,strain.v,injury.n,tear.v,cut.v,bruise.v,smack.v,hurt.v
Employing	8	employee.n,commission.v,employ.v,personnel.n,employment.n,staff.n,employer.n,worker.n
Lending	3	loan.v,loan.n,lend.v
Social_desirability	9	common.a,low.a,proletarian.a,upper-class.a,plebeian.a,working-class.a,pedestrian.a,humble.a,vulgar.a
Moving_in_place	18	quiver.v,quiver.n,wave.v,roll.v,swing.n,spin.v,turn.v,shake.v,earthquake.n,judder.v,temblor.n,rotate.v,quake.n,twirl.v,vibrate.v,swing.v,rock.v,flop.v
Extreme_point	5	high-water mark.n,zenith.n,nadir.n,high point.n,low point.n
Execute_plan	5	effect [into effect].n,implement.v,institute.v,implementation.n,force [into force].n
Shaped_part	6	brim.n,handle.n,rind.n,arm.n,leg.n,mouth.n
Transition_to_a_quality	1	go.v
Scouring	8	ransack.v,sweep.n,sweep.v,rummage.v,sift.v,comb.v,rifle.v,scour.v
Be_on_alert	2	alert.n,guard.n
Losing_track_of_theme	1	lose.v
Offshoot	5	offshoot.n,splinter group.n,breakaway.a,faction.n,sect.n
